licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county
Liw0477,Wine Retailer's On Licence,Helen Mcdermott,Mcdermotts Auto Centre,,Patrickswell,,,Co. Limerick
Lip0673,Publican's Licence (7-Day Ordinary),Mary Bourke,The Corner House,,Main Street,Pallaskenry,,Co. Limerick
Fop0050,Publican's Licence (7-Day Ordinary),Thomas O'shaughnessy,,,Main Street,Glin,,Co. Limerick
Fop0011,Publican's Licence (7-Day Ordinary),Neilus Collins,Jack Foley's Bar And Restaurant,,Convent Street,Abbeyfeale,,Co. Limerick
Lip0120,Publican's Licence (7-Day Ordinary),Mary Ryan,,,Sandylane,Boher,Caherconlish,Co. Limerick
Lip0735,Publican's Licence (7-Day Ordinary),O. M. Properties Limited,The Spotted Dog,Thomas Moloney,"O'donoghue Avenue, Janesboro",Limerick,,Co. Limerick
Lip0556,Publican's Licence (7-Day Ordinary),Martin Keating,The Red Setter Lounge,,Mahoonagh Mor,Castlemahon,,Co. Limerick
Lip0352,Publican's Licence (7-Day Ordinary),Thomas Enright,,,Parkaree,Manister,,Co. Limerick
Lip0361,Publican's Licence (7-Day Ordinary),Patrick Moloney,Moloneys Bar,,Knockainey,Hospital,,Co. Limerick
1010535,Wine Retailer's On Licence,Dermot Giltenane,D And M Restaurant,,Ballycannon,Croagh,,Co. Limerick
Lip0376,Publican's Licence (7-Day Ordinary),The Round House Limited,,Michael Portley,1 Broad Street,Limerick,,Co. Limerick
Fop0037,Publican's Licence (7-Day Ordinary),Johanna Keating,,,Tournafulla,Newcastlewest,,Co. Limerick
Fop0079,Publican's Licence (7-Day Ordinary),Michael Noonan,Yankee Clipper,,Main Street,Foynes,,Co. Limerick
Lip0053,Publican's Licence (7-Day Ordinary),Francis Holland,The Ranch House Bar,,Williamstown Arywee,Fedamore,,Co. Limerick
1000608,"Spirit, Beer & Wine Retailer's Off Licence",Arena Service Station Limited,Twohig's Supervalu,Michael Twohig,Church Street,Askeaton,,Co. Limerick
Lip0493,Publican's Licence (7-Day Ordinary),David Hickey,W J South,,4 Quinlan Street,Limerick,,Co. Limerick
Lip0310,Publican's Licence (7-Day Ordinary),Henry P. Mccarthy,,,Main Street,Kilfinane,,Co. Limerick
1013256,Wine Retailer's Off Licence,Thomas O'halloran,,,Main Street,Oola,,Co. Limerick
Lip0496,Publican's Licence (7-Day Ordinary),Brendan O'brien,,,45 Roches Street,Limerick,,Co. Limerick
Lip0327,Publican's Licence (7-Day Ordinary),Michael Fitzgerald,Golden Spur,,Lord Edward Street,Kilmallock,,Co. Limerick
Lip1265,Publican's Licence (7-Day Ordinary),Nassar Alqadi,Carry Out,,Harrolds Court Shopping Centre,Newcastlewest,,Co. Limerick
Lip0441,Publican's Licence (7-Day Ordinary),Peryglen Limited,Pery's Hotel,,13-17 Glentworth Street And 28-29,Catherine Street,Limerick,Co. Limerick
1006688,Wholesaler Dealer in Wine,Longueville Wines Limited,Longueville Wines Limited,Jane O'callaghan,Castle Demense,Newcastlewest,,Co. Limerick
Fop0055,Publican's Licence (7-Day Ordinary),Thomas O'shaughnessy,Angler's Rest,,Loughill,,,Co. Limerick
Lip0328,Publican's Licence (7-Day Ordinary),Gerard Harney,41 Bar,,Lord Edward Street,Kilmallock,,Co. Limerick
Lip0422,Publican's Licence (7-Day Ordinary),Flan Costello,,,4 & 5 Dominick Street,Limerick,,Co. Limerick
1009555,Wine Retailer's Off Licence,Patrick Joseph O'rourke,,,Ballyhahill,,,Co. Limerick
Lio0060,Wine Retailer's Off Licence,Sean Murphy,Daybreak Store,,Singland,Dublin Road,Castletroy,Co. Limerick
Lip0048,Publican's Licence (7-Day Ordinary),Patrick Stuart Trainor,,,Ballingarry,Rathkeale,,Co. Limerick
Lip0121,Publican's Licence (7-Day Ordinary),Donald Riordan,Uncle Toms,,Lombardstown,Pallasgreen,,Co. Limerick
Lir0032,Special Restaurant Licence,Olda Fitzgerald,,,Glin Castle,Glin,,Co. Limerick
Lip0357,Publican's Licence (7-Day Ordinary),David Ahern,,,Kilteely,Pallasgreen,,Co. Limerick
Lip0233,Publican's Licence (7-Day Ordinary),Noel Morrissey,Skullers Bar And Restaurant,,Dromcollogher,,,Co. Limerick
Lip0203,Publican's Licence (7-Day Ordinary),Brid Tagney,The Corner House,,Main Street,Croom,,Co. Limerick
Lip0316,Publican's Licence (7-Day Ordinary),Aileen Kelleher,,,Main Street,Kilfinane,,Co. Limerick
1007878,Wine Retailer's On Licence,Wenjie Chen,Orchid House,,The Square,Abbeyfeale,,Co. Limerick
Lip0672,Publican's Licence (7-Day Ordinary),Eric Clancy,,,Main Street,Pallaskenry,,Co. Limerick
1001384,Wine Retailer's Off Licence,Thomas White,,,Newline,Rathkeale,,Co. Limerick
1002641,Wine Retailer's On Licence,Betty Skyes,Springfield Castle,,Springfield Castle,Drumcollagher,,Co. Limerick
Lip0295,Publican's Licence (7-Day Ordinary),James O'neill,,,Hospital,,,Co. Limerick
Lip0008,Publican's Licence (7-Day Ordinary),Sean Collins,,,Rathkeale Road,Adare,,Co. Limerick
Lip0208,Publican's Licence (7-Day Ordinary),Michael Buckley,Crystal Bar,,Main Street,Doon,,Co. Limerick
1001893,Wine Retailer's Off Licence,Rosemary Enright,,,Main Street/con Colbert Street,Athea,,Co. Limerick
Lip0076,Publican's Licence (7-Day Ordinary),Leo Morrison Junior,Morrisons,,Ballysimon,,,Co. Limerick
Lip0708,Publican's Licence (7-Day Ordinary),Mary O'donnell,The Idler Bar,,Garrydoolis,Pallasgreen,,Co. Limerick
Lip0242,Publican's Licence (7-Day Ordinary),Mary O'brien,The Kosey Kitchen,,Elton,Knocklong,,Co. Limerick
Lip0009,Publican's Licence (7-Day Ordinary),Michael Collins,O'coileain,,Main Street,Adare,,Co. Limerick
Fop0002,Publican's Licence (7-Day Ordinary),Georgie Browne,Jm Fitzgeralds Pub,,Chapel Street,Abbeyfeale,,Co. Limerick
Lip0250,Publican's Licence (7-Day Ordinary),Marian O'sullivan,The Village Inn,,Feenagh Village,Kilmallock,,Co. Limerick
Lip1378,Publican's Licence (7-Day Ordinary),Paul Monahan,The Boardwalk Bar,,Lower Shannon Street,Limerick,,Co. Limerick
Lip0112,Publican's Licence (7-Day Ordinary),Patrick Mulcahy,,,Caherconlish,,,Co. Limerick
Lip0652,Publican's Licence (7-Day Ordinary),Joseph Lee,Ten Knights Inn,,The Square,Newcastle West,,Co. Limerick
Lip0292,Publican's Licence (7-Day Ordinary),Mary O'callaghan,Scobys,,Main Street,Hospital,,Co. Limerick
Fop0013,Publican's Licence (7-Day Ordinary),T J Riordan,,,Main Street,Abbeyfeale,,Co. Limerick
Lip0019,Publican's Licence (7-Day Ordinary),Emily Foley,Foley's Bar,,Church Street,Askeaton,,Co. Limerick
Lio0201,"Spirit, Beer & Wine Retailer's Off Licence",David Curtin,Londis,,Station Road,Adare,,Co. Limerick
Lip1365,Publican's Licence (7-Day Ordinary),Janice Twomey,Stapletons Bar,,Granagh,Kilmallock,,Co. Limerick
Fop0015,Publican's Licence (7-Day Ordinary),Jack Ryan,Mcenerys Bar,,Main Street,Abbeyfeale,,Co. Limerick
1003427,Wine Retailer's Off Licence,Mairead Hayes,,,Main Street,Ballylanders,,Co. Limerick
Lip0538,Publican's Licence (7-Day Ordinary),Patrick Flannery (junior),,,37 William Street,& 48 Wickham Street,Limerick,Co. Limerick
1013362,"Spirit, Beer & Wine Retailer's Off Licence",Ballyea Foods Limited,Joes Butchery And Food Hall,,Ashdown Village,Courtbrack Avenue,,Co. Limerick
Fop0073,Publican's Licence (7-Day Ordinary),Gerard White,Dick White,,Main Street,Athea,,Co. Limerick
Lip0332,Publican's Licence (7-Day Ordinary),James Lynch,Lynch's Bar,,Sarsfield Street,Kilmallock,,Co. Limerick
Lip0448,Publican's Licence (7-Day Ordinary),Cerlock Limited,The Old Stand,,66 Henry Street & 5 Clontarf Place,Limerick,,Co. Limerick
Fop0043,Publican's Licence (7-Day Ordinary),John Gerard Geoghegan,,,Main Street,Glin,,Co. Limerick
Lip0466,Publican's Licence (7-Day Ordinary),Costelloe Taverns Limited,Dettoris,,68 Mungret Street,Limerick,,Co. Limerick
1002643,Wine Retailer's Off Licence,Thomas Mullane,Mullane's Shop,,Knockdown,Athea,,Co. Limerick
Fop0089,Publican's Licence (7-Day Ordinary),Thomas Mullane,Knockdown Arms,,Knockdown,Athea,,Co. Limerick
Lip0255,Publican's Licence (7-Day Ordinary),Kieran O'connell,The Galtee House,,Killinane,Galbally,,Co. Limerick
1011993,Wine Retailer's On Licence,Shannon Castle Banquets And Heritage Limited,King John's Castle Cafe,Jacqueline Magee,King John's Caslte,Kings Island,Nicholas St,Co. Limerick
Lip0469,Publican's Licence (7-Day Ordinary),Shannon Castle Banquets And Heritage Limited,Castle Lane Tavern,Kieran Macnamara,Castle Lane,Nicholas Street,,Co. Limerick
Fop0039,Publican's Licence (7-Day Ordinary),Arusaoibheann Developments Limited,,,Aruis Aoibhinn,Tournafulla,,Co. Limerick
Lip0270,Publican's Licence (7-Day Ordinary),Patrick Coffey,,,New Pallas,Pallasgreen,,Co. Limerick
Lir0005,Special Restaurant Licence,Jasmine Palace Limited,Jasmine Palace Restaurant,,O'connell Mall,O'connell Street,,Co. Limerick
Lip0029,Publican's Licence (7-Day Ordinary),Liam Ryan,,,Athlacca,Kilmallock,,Co. Limerick
Lip0507,Publican's Licence (7-Day Ordinary),Croftdale Limited,Myles Breen,,18 Shannon Street,Limerick,,Co. Limerick
Lir0030,Special Restaurant Licence,Belstone Ventures Limited,Texas Steakout,,116/117 O'connell Street,Limerick,,Co. Limerick
Lip0624,Publican's Licence (7-Day Ordinary),Lynda Mcgowan,,,Bridge Street,Newcastle West,,Co. Limerick
Lip0211,Publican's Licence (7-Day Ordinary),Joanna Ryan And James Fox,The Local,Joanna Ryan,Main Street,Doon,,Co. Limerick
Lip0227,Publican's Licence (7-Day Ordinary),Mary Noonan,,,Church Street,Drumcollogher,,Co. Limerick
Lip0510,Publican's Licence (7-Day Ordinary),The Mall Bar Limited,The Mall Bar,Patrick Cowhey,32/33 Sir Harrys Mall,Limerick,,Co. Limerick
Fop0090,Publican's Licence (ordinary) - Theatre,Foynes Aviation & Maritime Museum Ltd,,,Aras Ide,Foynes,,Co. Limerick
1005677,Wine Retailer's On Licence,Foynes Aviation And Maritime Museum,O'regans Restaurant,Margaret O'shaughnessy,Aras Ide,Foynes,,Co. Limerick
Liw0361,Wine Retailer's On Licence,Chisholm Limited,The Inn Between,Louis Murphy,Adare,,,Co. Limerick
Lip0105,Publican's Licence (7-Day Ordinary),Eamon Rea,Central Bar,,Bruree,,,Co. Limerick
1003586,Wine Retailer's Off Licence,Michael Ryan,Annacotty Stores,,Annacotty,,,Co. Limerick
Lip0196,Publican's Licence (7-Day Ordinary),Deirdre O'connor,,,Croagh,Rathkeale,,Co. Limerick
1008761,"Spirit, Beer & Wine Retailer's Off Licence",David And Mary Moore,Moore's Spar,,Main Street,Hospital,,Co. Limerick
1013678,Wine Retailer's On Licence,The Mallow Street Wine Co Limited,Wine Buff,,12 Mallow Street,,,Co. Limerick
Fop0062,Publican's Licence (7-Day Ordinary),Thomas Fitzgerald,The Railway Bar,,"Knockbrack, Abbeyfeale, Co Limerick",Abbeyfeale,,Co. Limerick
Lip1385,Publican's Licence (7-Day Ordinary),Newreed Taverns Limited,Bentleys,,101 & The Upper Three Floors Of 102,O'connell Street,,Co. Limerick
Lip1267,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Holiday Finder Limited,Castleoaks House Hotel,J J Murphy,Castleconnell,,,Co. Limerick
Lip0411,Publican's Licence (7-Day Ordinary),Shalex Limited,The Black Swan,P. J. Quigley,21/21a Davis Street,Limerick,,Co. Limerick
Lip1381,Publican's Licence (7-Day Ordinary),Annacotty Developments Limited,The Mill Bar,,Annacotty Village,,,Co. Limerick
Lio0104,"Spirit, Beer & Wine Retailer's Off Licence",O'grady's Food Market Limited,O'grady Spar Supermarket,,Main Street,Ballingarry,,Co. Limerick
Lio0059,"Spirit, Beer & Wine Retailer's Off Licence",Lidl Ireland Gmbh,,,Childers Road,Limerick,,Co. Limerick
Lip0437,Publican's Licence (7-Day Ordinary),Springtime Taverns Limited,Patsy Nicholas,,5 Upper Gerald Griffen Street,Limerick,,Co. Limerick
Lip1400,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Resident's Bar),One Pery Square Hotel Limited,Number 1 Pery Square Hotel,,1 Pery Square,9 Barrington Street,Limerick,Co. Limerick
Lio0285,"Spirit, Beer & Wine Retailer's Off Licence",Lidl Ireland Gmbh,Lidl Supermarket,,Ennis Road,Caherdavin,Limerick,Co. Limerick
Lio0072,"Spirit, Beer & Wine Retailer's Off Licence",Maxwell Service Station Limited,Patrickswell Service Station,,"Main Street, Patrickswell",,,Co. Limerick
Lip0544,Publican's Licence (7-Day Ordinary),Tony Morris And Clarence Collins,,Tony Morris,38 Upper William St.,Limerick,,Co. Limerick
Lip0055,Publican's Licence (7-Day Ordinary),Unicorn Bars And Restaurants Limited,The Unicorn Bar And Restaurant,Daphne Greene,St Nessan's Road,Dooradoyle,,Co. Limerick
Lip0494,Publican's Licence (7-Day Ordinary),K And M Pubs Limited And Silverswan Taverns Limited,Angel Lane,,Robert Street,Limerick,,Co. Limerick
Lio0200,Wine Retailer's Off Licence,Sheahan Importers Limited,Sheahan Stores,,"Courtney Bridge, Bridge Street",Newcastlewest,,Co. Limerick
Lip1362,Publican's Licence (7-Day Ordinary),Greenmount Leisure Limited,,,The Main Stand,Limerick Racecourse,"Greenmount, Patrickswell",Co. Limerick
Liw0746,Wine Retailer's On Licence,Pagoda Catering Limited,Pagoda Chinese Restaurant,,Ark Centre,Corbally,Limerick,Co. Limerick
Lio0176,"Spirit, Beer & Wine Retailer's Off Licence",Lidl Ireland Gmbh,,,Sheehan's Road,Newcastlewest,,Co. Limerick
Lio0284,"Spirit, Beer & Wine Retailer's Off Licence",Lidl Ireland Gmbh,Lidl Supermarket,,Dublin Road,Castletroy,,Co. Limerick
1002518,Wine Retailer's Off Licence,Iain Mcintyre,Macintyre's Corner Deli,,39 Oakpark,Gortboy,Newcastle West,Co. Limerick
Fop0004,Publican's Licence (7-Day Ordinary),Kathleen Leahy,J D B Hartnett,,Chapel Street,Abbeyfeale,,Co. Limerick
1001373,Wine Retailer's Off Licence,Olympic Express Limited,,,Churchtown,Newcastle West,,Co. Limerick
Lio0207,"Spirit, Beer & Wine Retailer's Off Licence",O'flynn's Centra Limerick Limited,,,41 And 42 Upper William Street,Limerick,,Co. Limerick
1008732,"Spirit, Beer & Wine Retailer's Off Licence",O'flynn's Centra Limerick Limited,O'flynn's Centra,,Newtown,Bruff,,Co. Limerick
Lip0069,Publican's Licence (7-Day Ordinary),Annacotty Taverns Limited,The Black Swan,,Rivers,Annacotty,,Co. Limerick
Lip0450,Publican's Licence (7-Day Ordinary),Powton Limited,Phantoms And Willie Sexton's,,91 Henry Street,Limerick,,Co. Limerick
Lip0071,Publican's Licence (7-Day Ordinary),Four Elms Trading Company Limited,The Four Elms,,Drombanna,,,Co. Limerick
Lip1392,Publican's Licence (7-Day Ordinary),Esselle Limited,,,17 Upper Denmark Street,Limerick,,Co. Limerick
Lip0617,Publican's Licence (7-Day Ordinary),Dooley Merchants Limited,Dooleys Supermarket,Patrick Dooley,Bishop Street,Newcastlewest,,Co. Limerick
Lip0016,Publican's Licence (7-Day Ordinary),Mary Amanda Kinsella,The Old Mill Pub,,Old Mill,Newcastlewest,,Co. Limerick
Lio0242,Wine Retailer's Off Licence,John Sheehan,Sheehan's Service Station,,Templeglantine,,,Co. Limerick
Lip0456,Publican's Licence (7-Day Ordinary),Gerard Quinlivan,The Park View Bar,,297 Hyde Road,Limerick,,Co. Limerick
Lip0336,Publican's Licence (7-Day Ordinary),Michael Houlihan,,,Sarsfield Street,Kilmallock,,Co. Limerick
Lip0756,Publican's Licence (7-Day Ordinary),Michael Mccoy And Mary Mccoy,Goosers Corner,,The Corbally Centre,Corbally,,Co. Limerick
Lip0418,Publican's Licence (7-Day Ordinary),John Ryan,,,2 Dock Road,Limerick,,Co. Limerick
Lip0414,Publican's Licence (7-Day Ordinary),Philip Flannery (junior),,,2 And 2a Denmark Street,Limerick,,Co. Limerick
Lip0667,Publican's Licence (7-Day Ordinary),Bernard Hogan,,,Main Street,Oola,,Co. Limerick
Lip0346,Publican's Licence (7-Day Ordinary),Dowher Limited,The Glen Bar,Mary Herlihy,Kilmeedy,,,Co. Limerick
Lip1363,Publican's Licence (7-Day Ordinary),Sunfield Properties Limited,Molly Malones,,Ellen Street/michael Street,Limerick,,Co. Limerick
Foo0007,Wine Retailer's Off Licence,Edmar Stores Limited,O'donoghues Spar,,Convent Street,Abbeyfeale,,Co. Limerick
1012713,Wine Retailer's On Licence,Bella Italia Limited,Bella Italia,Caroline Mcmahon,Unit 5 Castletroy Town Centre,Castletroy,,Co. Limerick
Lip0647,Publican's Licence (7-Day Ordinary),Seamus Cleary,,,South Quay,Newcastlewest,,Co. Limerick
Lio0073,"Spirit, Beer & Wine Retailer's Off Licence",Mountainglade Limited,Spar,,Ballycummin Shopping Centre,"Ballycummin, Raheen",Limerick,Co. Limerick
Lid0168,Wholesaler Dealer in Beer & Wine,Dunnes Stores,,John Kennedy,Childer's Road,Limerick,,Co. Limerick
Lio0149,"Spirit, Beer & Wine Retailer's Off Licence",Dunnes Stores,,John Kennedy,Parkway Shopping Centre,Dublin Road,Limerick,Co. Limerick
Lio0209,"Spirit, Beer & Wine Retailer's Off Licence",Dunnes Stores,,John Kennedy,Caherdavin Shopping Centre,"Ennis Road, Limerick",,Co. Limerick
Lid0170,Wholesaler Dealer in Beer & Wine,Dunnes Stores,,John Kennedy,Parkway Shopping Ctre.,Limerick.,,Co. Limerick
Lio0100,"Spirit, Beer & Wine Retailer's Off Licence",Dunnes Stores,,William Barry,Harvey's Quay,Bedford Row,Henry Street And Shannon Street,Co. Limerick
Liw0770,Wine Retailer's On Licence,Paul Philpot And Marie Watson,Mollys,,High Street,Kilfinane,,Co. Limerick
Lid0171,Wholesaler Dealer in Beer & Wine,Dunnes Stores,,John Kennedy,Caherdavin Shopping Centre,Jetland,Limerick,Co. Limerick
Lid0169,Wholesaler Dealer in Beer & Wine,Dunnes Stores,,John Kennedy,"Harvey's Quay, Bedford Row","Henry Street, Shannon Street",Limerick,Co. Limerick
Liw0801,Wine Retailer's On Licence,Brian Conroy And Seema Conroy,Copper And Spice,,(above Mill Bar) 1st Floor,Annacotty Village,,Co. Limerick
Lio0208,"Spirit, Beer & Wine Retailer's Off Licence",Dunnes Stores,,John Kennedy,Childers Road,Limerick,,Co. Limerick
Lip1364,Publican's Licence (7-Day Ordinary),Margaret Bartley And Kieran Gleeson,Smyths Bar And Club Icon,,Cornmarket Square,Limerick,,Co. Limerick
Lir0023,Special Restaurant Licence,Bella Italia Limited,,,43a Thomas Street,Limerick,,Co. Limerick
1009494,Spirit & Beer Retailer's Off Licence,James Beechinor,,,Lord Edward Street,Kilmallock,,Co. Limerick
Lip0027,Publican's Licence (7-Day Ordinary),Thomas Kennedy Junior,Kennedy's,,West Square,Askeaton,,Co. Limerick
Lip0501,Publican's Licence (7-Day Ordinary),Frank Glynn,The Sarsfield Bar,,1 Rutland Street,Limerick,,Co. Limerick
Lip0324,Publican's Licence (7-Day Ordinary),Nuala Mee,The Village Inn,,Ballyorgan,Kilmallock,,Co. Limerick
Lip0513,Publican's Licence (7-Day Ordinary),Elizabeth Radcliffe,Shannon View Bar,,15 New Road,Thomandgate,Limerick,Co. Limerick
Lio0260,"Spirit, Beer & Wine Retailer's Off Licence",Castleconnell Supermarkets Limited,Cunninghams Supervalue,Suzanne Cunningham,Castleconnell,Limerick,,Co. Limerick
Lip0086,Publican's Licence (7-Day Ordinary),John Neenan,,,Farrihy,Broadford,,Co. Limerick
Lip0259,Publican's Licence (7-Day Ordinary),Norma Fogarty,,,Glenbrohane,Garryspillane,Kilmallock,Co. Limerick
Lip0710,Publican's Licence (7-Day Ordinary),Edmond Murphy,,,Lower Effin,Kilmallock,,Co. Limerick
Fop0072,Publican's Licence (7-Day Ordinary),Donal Lyons,,,Colbert Street,Athea,,Co. Limerick
Lio0210,Wine Retailer's Off Licence,O'neill Fine Food And Delicatessen Limited,O'neill Food Fair,Marcella O'neill,21/22 Upper William Street,Limerick.,,Co. Limerick
Lip1253,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Mary Fitzgerald,Fitzgeralds Woodlands House Hotel,,Knockanes,Adare,,Co. Limerick
Lip0333,Publican's Licence (7-Day Ordinary),James Beechinor,The Oldoak Bar,,Sarsfield Street,Kilmallock,,Co. Limerick
Lip0314,Publican's Licence (7-Day Ordinary),Patrick Mcgrath,Mcgraths,,Main Street,Kilfinane,,Co. Limerick
Fop0084,Publican's Licence (7-Day Ordinary),Derek Bardini,The Shanin Inn,,Shanagolden,,,Co. Limerick
1009218,Wine Retailer's Off Licence,Patrick Hogan,,,Main Street,Glin,,Co. Limerick
Lip0077,Publican's Licence (7-Day Ordinary),Margaret Shanahan,Shanahan's Bar,,Mungret Village,Limerick,,Co. Limerick
Lip0686,Publican's Licence (7-Day Ordinary),Josephine Keogh,Amber Lantern,,Main Street,Rathkeale,,Co. Limerick
Fop0081,Publican's Licence (7-Day Ordinary),Mary Roche,The Old Stand,Anthony Roche,Shanagolden,,,Co. Limerick
Lip0054,Publican's Licence (7-Day Ordinary),Frances Kirby,The Hunting Lodge,,Sheehans Cross,Grange,Kilmallock,Co. Limerick
1001015,Wine Retailer's On Licence,Ren Guan Gao,Golden Phoenix,Ren Guan Gao,Main Street,Hospital,,Co. Limerick
Lip0240,Publican's Licence (7-Day Ordinary),Mary Poynton,,,Ballylooby,Knocklong,,Co. Limerick
1007493,Wine Retailer's On Licence,Zi Wang Lin,Taikichi,,35 O'connell Street,Limerick,,Co. Limerick
1002305,Wine Retailer's On Licence,Ling Fang,The River Chinese Restaurant,,South Quay,Newcastle West,,Co. Limerick
Lio0114,Wine Retailer's Off Licence,Harkin Services (raheen) Limited,Raheen Service Station,,Raheen,Limerick,,Co. Limerick
